,num,PET,variation,category,orig_text,clean_text,char_count,word_count,text,label,euph_status
565,566,kaybetmek,kaybetti,death,"Nijerya'nın Kano bölgesindeki bir camide 3 ayrı patlama meydana geldi. İlk gelen bilgilere göre; patlamalarda 120 kişi hayatını kaybetti, 270 kişi ise yaralandı. Yetkililerin, ölü sayısının artmasından endişe ettiği bildirildi. Henüz saldırıyı üstlenen olmadı. Ayrıntılar birazdan...","nijerya'nın kano bölgesindeki bir camide 3 ayrı patlama meydana geldi. i̇lk gelen bilgilere göre; patlamalarda 120 kişi hayatını kaybetti, 270 kişi ise yaralandı. yetkililerin, ölü sayısının artmasından endişe ettiği bildirildi. henüz saldırıyı üstlenen olmadı. ayrıntılar birazdan...",284,36,"Nijerya'nın Kano bölgesindeki bir camide 3 ayrı patlama meydana geldi. İlk gelen bilgilere göre; patlamalarda 120 kişi hayatını [PET_BOUNDARY]kaybetti[PET_BOUNDARY], 270 kişi ise yaralandı. Yetkililerin, ölü sayısının artmasından endişe ettiği bildirildi. Henüz saldırıyı üstlenen olmadı. Ayrıntılar birazdan...",1,sometimes_euph
1109,1110,aybaşı,aybaşı,bodily functions,"nasip olmuştur. Bu borçlanmanın geri ödemelerinden dolayı zor durumda kalan maliye, devlette aylıkları önce aybaşı yerine ay ortalarında, sonraları da 3-4 ayda bir ödemek durumunda kalmıştır Nitekim sarayın bitirilmesine bir yıl",nasip olmuştur bu borçlanmanın geri ödemelerinden dolayı zor durumda kalan maliye devlette aylıkları önce aybaşı yerine ay ortalarında sonraları da  ayda bir ödemek durumunda kalmıştır nitekim sarayın bitirilmesine bir yıl,228,31,"nasip olmuştur. Bu borçlanmanın geri ödemelerinden dolayı zor durumda kalan maliye, devlette aylıkları önce [PET_BOUNDARY]aybaşı[PET_BOUNDARY] yerine ay ortalarında, sonraları da 3-4 ayda bir ödemek durumunda kalmıştır Nitekim sarayın bitirilmesine bir yıl",0,sometimes_euph
414,415,hayat kadını,hayat kadınlarının,sexual activity,"Kumarhane kralı Adelson’ın bağışının ortaya çıkmasının ardından Demokrat Parti’nin kampanya ekibi, Romney’yi Adelson hakkında ortaya atılan iddialardan yola çıkarak ‘Çinli hayat kadınlarının paralarını’ kabul etmekle itham etti. Demokrat Parti’nin bu açıklamasının ardından Adelson’ın avukatı harekete geçti. Avukat, müvekkilinin ""kadın pazarlamakla"" itham edildiğini, Demokratların özür dilemesi gerektiğini söyledi. Etiketler: Haber , Haberler , Mitt Romney , ABD","kumarhane kralı adelson’ın bağışının ortaya çıkmasının ardından demokrat parti’nin kampanya ekibi, romney’yi adelson hakkında ortaya atılan iddialardan yola çıkarak ‘çinli hayat kadınlarının paralarını’ kabul etmekle itham etti. demokrat parti’nin bu açıklamasının ardından adelson’ın avukatı harekete geçti. avukat, müvekkilinin ""kadın pazarlamakla"" itham edildiğini, demokratların özür dilemesi gerektiğini söyledi. etiketler: haber , haberler , mitt romney , abd",465,56,"Kumarhane kralı Adelson’ın bağışının ortaya çıkmasının ardından Demokrat Parti’nin kampanya ekibi, Romney’yi Adelson hakkında ortaya atılan iddialardan yola çıkarak ‘Çinli [PET_BOUNDARY]hayat kadınlarının[PET_BOUNDARY] paralarını’ kabul etmekle itham etti. Demokrat Parti’nin bu açıklamasının ardından Adelson’ın avukatı harekete geçti. Avukat, müvekkilinin ""kadın pazarlamakla"" itham edildiğini, Demokratların özür dilemesi gerektiğini söyledi. Etiketler: Haber , Haberler , Mitt Romney , ABD",1,always_euph
1895,1896,hakkın rahmetine kavuşmak,hakkın rahmetine kavuşmuş,death,"Tombiş güler yüzlü konuşkandı... Hacıydı elinden tesbihi düşmezdi... Gamsız bir şeye kendini üzmezdi. Eşi de hakkın rahmetine kavuşmuş Bir oğlu iki kızı vardı... Oğlu ve kızlarıyla yaşardı,yoksullardı Şimdi gider iken ben memlekete Yine aklıma geldi",tombiş güler yüzlü konuşkandı hacıydı elinden tesbihi düşmezdi gamsız bir şeye kendini üzmezdi eşi de hakkın rahmetine kavuşmuş bir oğlu iki kızı vardı oğlu ve kızlarıyla yaşardıyoksullardı şimdi gider iken ben memlekete yine aklıma geldi,249,35,"Tombiş güler yüzlü konuşkandı... Hacıydı elinden tesbihi düşmezdi... Gamsız bir şeye kendini üzmezdi. Eşi de [PET_BOUNDARY]hakkın rahmetine kavuşmuş[PET_BOUNDARY] Bir oğlu iki kızı vardı... Oğlu ve kızlarıyla yaşardı,yoksullardı Şimdi gider iken ben memlekete Yine aklıma geldi",1,always_euph
944,945,madde,madde,substances,371366	Enfeksiyonun kişiden kişiye bulaşması başlıca korunmasız cinsel temas ve damar içi madde kullanımı sırasında ortak enjektör kullanımıyla olmaktadır.,enfeksiyonun kişiden kişiye bulaşması başlıca korunmasız cinsel temas ve damar içi madde kullanımı sırasında ortak enjektör kullanımıyla olmaktadır.,149,18,371366        Enfeksiyonun kişiden kişiye bulaşması başlıca korunmasız cinsel temas ve damar içi [PET_BOUNDARY]madde[PET_BOUNDARY] kullanımı sırasında ortak enjektör kullanımıyla olmaktadır.,1,sometimes_euph
577,578,kaybetmek,kaybına,death,"Başbakanlık Afet ve Acil Durum Yönetimi Başkanlığı (AFAD) Deprem Dairesi Başkanlığı'nın verilerine göre, saat 21.31'de Oniki adalar açıklarında Richter ölçeğine göre 4.2 büyüklüğünde bir deprem meydana geldi. Datça'ya 21 kilometre uzaklıkta yerin 22.84 kilometre altında meydana gelen deprem can ve mal kaybına yol açmadı. Boğaziçi Üniversitesi Kandilli Rasathanesi Deprem Araştırma Enstitüsü ise depremin büyüklüğünü Richter ölçeğine göre 4.0, derinliğini ise 17.3 kilometre olarak açıkladı.","başbakanlık afet ve acil durum yönetimi başkanlığı (afad) deprem dairesi başkanlığı'nın verilerine göre, saat 21.31'de oniki adalar açıklarında richter ölçeğine göre 4.2 büyüklüğünde bir deprem meydana geldi. datça'ya 21 kilometre uzaklıkta yerin 22.84 kilometre altında meydana gelen deprem can ve mal kaybına yol açmadı. boğaziçi üniversitesi kandilli rasathanesi deprem araştırma enstitüsü ise depremin büyüklüğünü richter ölçeğine göre 4.0, derinliğini ise 17.3 kilometre olarak açıkladı.",492,64,"Başbakanlık Afet ve Acil Durum Yönetimi Başkanlığı (AFAD) Deprem Dairesi Başkanlığı'nın verilerine göre, saat 21.31'de Oniki adalar açıklarında Richter ölçeğine göre 4.2 büyüklüğünde bir deprem meydana geldi. Datça'ya 21 kilometre uzaklıkta yerin 22.84 kilometre altında meydana gelen deprem can ve mal [PET_BOUNDARY]kaybına[PET_BOUNDARY] yol açmadı. Boğaziçi Üniversitesi Kandilli Rasathanesi Deprem Araştırma Enstitüsü ise depremin büyüklüğünü Richter ölçeğine göre 4.0, derinliğini ise 17.3 kilometre olarak açıkladı.",0,sometimes_euph
1581,1582,abdest bozmak,abdest bozmanın,bodily functions,"hadisleri zikrederek bunları birbiriyle telif etmenin imkânsız olduğunu söylemekte, ayakta su içmenin veya ayakta abdest bozmanın lehinde ve aleyhindeki hadisleri de bu arada zikrederek bu kabil rivayetlerin ciddi metin tenkidinden",hadisleri zikrederek bunları birbiriyle telif etmenin imknsız olduğunu söylemekte ayakta su içmenin veya ayakta abdest bozmanın lehinde ve aleyhindeki hadisleri de bu arada zikrederek bu kabil rivayetlerin ciddi metin tenkidinden,231,30,"hadisleri zikrederek bunları birbiriyle telif etmenin imkânsız olduğunu söylemekte, ayakta su içmenin veya ayakta [PET_BOUNDARY]abdest bozmanın[PET_BOUNDARY] lehinde ve aleyhindeki hadisleri de bu arada zikrederek bu kabil rivayetlerin ciddi metin tenkidinden",1,sometimes_euph
1136,1137,aybaşı,aybaşı,bodily functions,", hazır dayımda şehir dışındaydı, sonra dışarı çıktı ve yemeğe meral zeren çıplak fotoğrafları Evlendiğim erkekle aybaşı halindeyken gerdeğe girdiğimden. Sanırım dışarıya çıkacaktı. Yerimde duramıyordum. Yüzünde bir hüzün vardı.",hazır dayımda şehir dışındaydı sonra dışarı çıktı ve yemeğe meral zeren çıplak fotoğrafları evlendiğim erkekle aybaşı halindeyken gerdeğe girdiğimden sanırım dışarıya çıkacaktı yerimde duramıyordum yüzünde bir hüzün vardı,228,29,", hazır dayımda şehir dışındaydı, sonra dışarı çıktı ve yemeğe meral zeren çıplak fotoğrafları Evlendiğim erkekle [PET_BOUNDARY]aybaşı[PET_BOUNDARY] halindeyken gerdeğe girdiğimden. Sanırım dışarıya çıkacaktı. Yerimde duramıyordum. Yüzünde bir hüzün vardı.",1,sometimes_euph
210,211,ekonomik,ekonomik,employment/finances,"Birleşik Arap Emirlikleri'nin başkenti Abu Dabi'de düzenlenen Libya Temas Grubu'nun 3. toplantısında yaptığı açıklamada, ""Kaddafi'nin günlerinin sayılı, gitmesinin kaçınılmaz olduğunu"" belirtti. Askeri, ekonomik ve siyasi alanlarda Kaddafi üzerindeki uluslararası baskıların arttığını belirten Clinton, ""Zaman lehimize işliyor"" ifadesini kullandı.","birleşik arap emirlikleri'nin başkenti abu dabi'de düzenlenen libya temas grubu'nun 3. toplantısında yaptığı açıklamada, ""kaddafi'nin günlerinin sayılı, gitmesinin kaçınılmaz olduğunu"" belirtti. askeri, ekonomik ve siyasi alanlarda kaddafi üzerindeki uluslararası baskıların arttığını belirten clinton, ""zaman lehimize işliyor"" ifadesini kullandı.",347,38,"Birleşik Arap Emirlikleri'nin başkenti Abu Dabi'de düzenlenen Libya Temas Grubu'nun 3. toplantısında yaptığı açıklamada, ""Kaddafi'nin günlerinin sayılı, gitmesinin kaçınılmaz olduğunu"" belirtti. Askeri, [PET_BOUNDARY]ekonomik[PET_BOUNDARY] ve siyasi alanlarda Kaddafi üzerindeki uluslararası baskıların arttığını belirten Clinton, ""Zaman lehimize işliyor"" ifadesini kullandı.",0,sometimes_euph
204,205,ekonomik,ekonomik,employment/finances,"Bu bağlamda uzay araştırma merkezlerinin ve uydu operatörlerinin robotik teknisyenlerin geliştirilmesi projelerine öncelik vermeleri öneriliyor. Bu robotik teknisyenler ihtiyaç duyulduğunda Dünya’nın farklı yörüngelerine girerek, uyduları onarabilecek. Bu şekilde arıza yapan uzay araçları daha ekonomik bir şekilde onarılmış olacak.","bu bağlamda uzay araştırma merkezlerinin ve uydu operatörlerinin robotik teknisyenlerin geliştirilmesi projelerine öncelik vermeleri öneriliyor. bu robotik teknisyenler ihtiyaç duyulduğunda dünya’nın farklı yörüngelerine girerek, uyduları onarabilecek. bu şekilde arıza yapan uzay araçları daha ekonomik bir şekilde onarılmış olacak.",333,38,"Bu bağlamda uzay araştırma merkezlerinin ve uydu operatörlerinin robotik teknisyenlerin geliştirilmesi projelerine öncelik vermeleri öneriliyor. Bu robotik teknisyenler ihtiyaç duyulduğunda Dünya’nın farklı yörüngelerine girerek, uyduları onarabilecek. Bu şekilde arıza yapan uzay araçları daha [PET_BOUNDARY]ekonomik[PET_BOUNDARY] bir şekilde onarılmış olacak.",1,sometimes_euph
494,495,ihtiyaç sahibi,ihtiyaç sahipleri,employment/finances,"IHA Haberin diğer fotoğrafları için tıklayın Ağrı Samerkard Vakfı, ihtiyaç sahipleri yararına kermes açtı. Samerkard Vakfı tarafından Vali Konağı Caddesinde açılan kermeste, giysi, çeyizlik, ayakkabı, yiyecek, ev eşyaları satışa sunuldu. Samerkard Vakfı, kermesin geliri ihtiyaç sahipleri yararına kullanacak. Etiketler: Ağrı , Ağrı , Ağrı Haberleri « önceki haber sonraki haber »","iha haberin diğer fotoğrafları için tıklayın ağrı samerkard vakfı, ihtiyaç sahipleri yararına kermes açtı. samerkard vakfı tarafından vali konağı caddesinde açılan kermeste, giysi, çeyizlik, ayakkabı, yiyecek, ev eşyaları satışa sunuldu. samerkard vakfı, kermesin geliri ihtiyaç sahipleri yararına kullanacak. etiketler: ağrı , ağrı , ağrı haberleri « önceki haber sonraki haber »",380,51,"IHA Haberin diğer fotoğrafları için tıklayın Ağrı Samerkard Vakfı, [PET_BOUNDARY]ihtiyaç sahipleri[PET_BOUNDARY] yararına kermes açtı. Samerkard Vakfı tarafından Vali Konağı Caddesinde açılan kermeste, giysi, çeyizlik, ayakkabı, yiyecek, ev eşyaları satışa sunuldu. Samerkard Vakfı, kermesin geliri ihtiyaç sahipleri yararına kullanacak. Etiketler: Ağrı , Ağrı , Ağrı Haberleri « önceki haber sonraki haber »",1,sometimes_euph
600,601,kaybetmek,kaybolduğunu,death,"Bu data, American Express, NatWest ve RBS'nin bir milyondan fazla müşterisinin hesap ve telefon numaralarının yanı sıra imzalarını da içeriyordu. Gazete, bilgisayarı satın alan kişinin, durumu fark edince derhal yetkililere haber verdiğini yazdı. RBS bankası yetkilileri de olayı doğruladı. İngiltere'de nisan başında da HSBC bankası, 370 bin müşterisiyle ilgili bilgileri içeren bir CD'nin kaybolduğunu açıklamış ve özür dilemişti.","bu data, american express, natwest ve rbs'nin bir milyondan fazla müşterisinin hesap ve telefon numaralarının yanı sıra imzalarını da içeriyordu. gazete, bilgisayarı satın alan kişinin, durumu fark edince derhal yetkililere haber verdiğini yazdı. rbs bankası yetkilileri de olayı doğruladı. i̇ngiltere'de nisan başında da hsbc bankası, 370 bin müşterisiyle ilgili bilgileri içeren bir cd'nin kaybolduğunu açıklamış ve özür dilemişti.",433,58,"Bu data, American Express, NatWest ve RBS'nin bir milyondan fazla müşterisinin hesap ve telefon numaralarının yanı sıra imzalarını da içeriyordu. Gazete, bilgisayarı satın alan kişinin, durumu fark edince derhal yetkililere haber verdiğini yazdı. RBS bankası yetkilileri de olayı doğruladı. İngiltere'de nisan başında da HSBC bankası, 370 bin müşterisiyle ilgili bilgileri içeren bir CD'nin [PET_BOUNDARY]kaybolduğunu[PET_BOUNDARY] açıklamış ve özür dilemişti.",0,sometimes_euph
1880,1881,hakkın rahmetine kavuşmak,hakkın rahmetine kavuşan,death,"1980'li yıllarda yapımına başlanan Saruhan Oteli'ne doğuya doğru sür'at yolu boyunca yürüdüğümüzde; yakın zamanda hakkın rahmetine kavuşan 1977 dönemi Manisa Belediye Başkanı olan Rahmetli Ersan Atılgan Laleli'nin altyapısını ihale ettiğinde bu bölge,",li yıllarda yapımına başlanan saruhan oteline doğuya doğru sürat yolu boyunca yürüdüğümüzde yakın zamanda hakkın rahmetine kavuşan  dönemi manisa belediye başkanı olan rahmetli ersan atılgan lalelinin altyapısını ihale ettiğinde bu bölge,251,32,"1980'li yıllarda yapımına başlanan Saruhan Oteli'ne doğuya doğru sür'at yolu boyunca yürüdüğümüzde; yakın zamanda [PET_BOUNDARY]hakkın rahmetine kavuşan[PET_BOUNDARY] 1977 dönemi Manisa Belediye Başkanı olan Rahmetli Ersan Atılgan Laleli'nin altyapısını ihale ettiğinde bu bölge,",1,always_euph
1580,1581,abdest bozmak,abdesti bozuluncaya,bodily functions,"itibaren, her vakit girdiğinde abdest alması icab eder. Zor ise Mâlikî mezhebini taklid eder. Başka bir sebeple abdesti bozuluncaya kadar abdesti var kabul edilir. İş Hukuku İş Kanunu ve Sosyal Güvenlik Hukukundan doğan mevzuatlara ilişkin",itibaren her vakit girdiğinde abdest alması icab eder zor ise mlik mezhebini taklid eder başka bir sebeple abdesti bozuluncaya kadar abdesti var kabul edilir iş hukuku iş kanunu ve sosyal güvenlik hukukundan doğan mevzuatlara ilişkin,239,35,"itibaren, her vakit girdiğinde abdest alması icab eder. Zor ise Mâlikî mezhebini taklid eder. Başka bir sebeple [PET_BOUNDARY]abdesti bozuluncaya[PET_BOUNDARY] kadar abdesti var kabul edilir. İş Hukuku İş Kanunu ve Sosyal Güvenlik Hukukundan doğan mevzuatlara ilişkin",0,sometimes_euph
980,981,birlikte olmak,birlikte olmak,sexual activity,"403863	F.K., evde kıyafetlerini çıkarıp, B.D.'ye birlikte olmak istediğini söyledi.","	f.k., evde kıyafetlerinikarıp, b.d.'ye birlikte olmak istediğini söyledi.",74,8,"403863	F.K., evde kıyafetlerini çıkarıp, B.D.'ye [PET_BOUNDARY]birlikte olmak[PET_BOUNDARY] istediğini söyledi.",1,sometimes_euph
2216,2217,canını teslim etmek,canımızı teslim ettiğimiz,death,"olan iki şeye dikkat çekilmektedir. Bunlardan birisi ""can"", diğeri ise ""din"" olduğu anlaşılmaktadır. O halde canımızı teslim ettiğimiz doktorlarımızın ve mâneviyatımızı teslim ettiğimiz ilâhiyatçılarımızın çok iyi yetiştirilmesi gerekmektedir.",olan iki şeye dikkat çekilmektedir bunlardan birisi can diğeri ise din olduğu anlaşılmaktadır o halde canımızı teslim ettiğimiz doktorlarımızın ve mneviyatımızı teslim ettiğimiz ilhiyatçılarımızın çok iyi yetiştirilmesi gerekmektedir,243,28,"olan iki şeye dikkat çekilmektedir. Bunlardan birisi ""can"", diğeri ise ""din"" olduğu anlaşılmaktadır. O halde [PET_BOUNDARY]canımızı teslim ettiğimiz[PET_BOUNDARY] doktorlarımızın ve mâneviyatımızı teslim ettiğimiz ilâhiyatçılarımızın çok iyi yetiştirilmesi gerekmektedir.",0,sometimes_euph
1725,1726,üç harfli,üç harfli,misc.,". Çok büyük bir yanlışlık. Milli Eğitim Bakanlığı bu okulların yeniden açılmasını sağlamalıdır. Saygılarımla. Aşk; üç harfli ve tarifi kolay bir kelimedir. Çünkü her kelimede aşkı tarif edebilirsiniz. Aptallık, salaklık, saçmalık, acı,",çok büyük bir yanlışlık milli eğitim bakanlığı bu okulların yeniden açılmasını sağlamalıdır saygılarımla aşk üç harfli ve tarifi kolay bir kelimedir çünkü her kelimede aşkı tarif edebilirsiniz aptallık salaklık saçmalık acı,235,32,". Çok büyük bir yanlışlık. Milli Eğitim Bakanlığı bu okulların yeniden açılmasını sağlamalıdır. Saygılarımla. Aşk; [PET_BOUNDARY]üç harfli[PET_BOUNDARY] ve tarifi kolay bir kelimedir. Çünkü her kelimede aşkı tarif edebilirsiniz. Aptallık, salaklık, saçmalık, acı,",0,sometimes_euph
529,530,kaybetmek,kaybettiği,death,"Mesajda şu detaylara yer verildi: Türk futbolunun önemli ismi, Beşiktaş Kulübü’nün Onursal Başkanı Süleyman Seba’nın hayatını kaybettiği haberini üzüntüyle öğrenmiş bulunmaktayız. Seba’ya Yüce Allah’tan rahmet, kederli ailesine, Türk futbol camiasına ve sevenlerine başsağlığı dileriz.","mesajda şu detaylara yer verildi: türk futbolunun önemli ismi, beşiktaş kulübü’nün onursal başkanı süleyman seba’nın hayatını kaybettiği haberini üzüntüyle öğrenmiş bulunmaktayız. seba’ya yüce allah’tan rahmet, kederli ailesine, türk futbol camiasına ve sevenlerine başsağlığı dileriz.",285,34,"Mesajda şu detaylara yer verildi: Türk futbolunun önemli ismi, Beşiktaş Kulübü’nün Onursal Başkanı Süleyman Seba’nın hayatını [PET_BOUNDARY]kaybettiği[PET_BOUNDARY] haberini üzüntüyle öğrenmiş bulunmaktayız. Seba’ya Yüce Allah’tan rahmet, kederli ailesine, Türk futbol camiasına ve sevenlerine başsağlığı dileriz.",1,sometimes_euph
